person_id,gender,gender_confidence,generation,anomalies,total_relations,outgoing_relations,incoming_relations,unique_relation_types,num_parents,num_children,fatherOf,grandfatherOf,greatGrandfatherOf,daughterOf_incoming,granddaughterOf_incoming,grandsonOf_incoming,greatGranddaughterOf_incoming,greatGrandsonOf_incoming,sisterOf,daughterOf,granddaughterOf,motherOf,grandmotherOf,greatGrandmotherOf,auntOf,fatherOf_incoming,motherOf_incoming,grandmotherOf_incoming,grandfatherOf_incoming,brotherOf_incoming,nephewOf_incoming,brotherOf,sonOf,grandsonOf,greatGrandsonOf,nephewOf,sisterOf_incoming,greatGrandmotherOf_incoming,greatGrandfatherOf_incoming,sonOf_incoming,auntOf_incoming,greatUncleOf_incoming,girlFirstCousinOnceRemovedOf,greatGranddaughterOf,nieceOf,secondUncleOf_incoming,uncleOf_incoming,boyCousinOf,boyFirstCousinOnceRemovedOf,boyCousinOf_incoming,secondAuntOf_incoming,secondAuntOf,girlCousinOf,girlCousinOf_incoming,boyFirstCousinOnceRemovedOf_incoming,greatAuntOf_incoming,girlFirstCousinOnceRemovedOf_incoming,greatAuntOf,nieceOf_incoming,uncleOf,greatUncleOf,secondUncleOf,boySecondCousinOf,girlSecondCousinOf_incoming,boySecondCousinOf_incoming,girlSecondCousinOf,has_anomalies,num_anomalies,anomaly_list
amelie62,F,1.0,0,[],18,9,9,8,0,1,,,,1.0,1.0,1.0,2.0,4.0,,,,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sofia662,F,0.75,1,[],16,9,7,8,2,3,,,,,2.0,,2.0,1.0,,1.0,,3.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
elena1074,F,0.5384615384615384,2,[],33,15,18,17,2,0,,,,,,,,,,1.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,2.0,2.0,,2.0,2.0,,4.0,3.0,,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,False,0,
mia1206,F,1.0,0,[],21,11,10,7,0,1,,,,,3.0,2.0,4.0,1.0,,,,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
elias159,M,0.625,1,[],23,11,12,12,2,3,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,False,0,
mia574,F,0.6923076923076923,2,[],36,18,18,17,2,0,,,,,,,,,2.0,2.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,2.0,1.0,1.0,,2.0,,,2.0,4.0,,2.0,,,1.0,,1.0,3.0,2.0,,,1.0,,,,,,,,,,False,0,
anna488,F,0.5714285714285714,2,[],30,13,17,20,2,0,,,,,,,,,1.0,2.0,4.0,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,3.0,,,,,,,,,1.0,1.0,False,0,
sarah542,F,1.0,0,[],14,7,7,8,0,1,,,,1.0,2.0,1.0,2.0,1.0,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
stefan1219,M,0.6,1,[],37,18,19,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,4.0,,,,,,4.0,2.0,,1.0,,,1.0,,3.0,,,,,False,0,
jakob984,M,0.6428571428571429,2,[],35,16,19,19,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,3.0,1.0,,3.0,,,,,,,1.0,,,1.0,2.0,,,1.0,,1.0,,False,0,
lisa310,F,1.0,0,[],26,13,13,8,0,1,,,,1.0,4.0,1.0,4.0,3.0,,,,1.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
paul676,M,0.5833333333333334,2,[],31,14,17,16,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,2.0,1.0,4.0,4.0,,2.0,2.0,2.0,,,3.0,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,False,0,
nico221,M,0.6666666666666666,0,[],21,10,11,8,0,1,1.0,4.0,5.0,2.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lara522,F,0.7777777777777778,1,[],19,11,8,10,2,0,,,,,,,,,2.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,False,0,
katharina889,F,0.6,2,[],32,14,18,16,2,0,,,,,,,,,,1.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,,,2.0,4.0,2.0,,2.0,,,,,2.0,,,,,1.0,,,,,,,,2.0,1.0,3.0,False,0,
fabian921,M,0.6666666666666666,2,[],36,18,18,18,2,2,2.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,2.0,1.0,1.0,,False,0,
alina957,F,0.6666666666666666,0,[],6,3,3,5,0,1,,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
fabian715,M,0.6,1,[],25,12,13,10,2,4,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
emil568,M,0.75,0,[],17,8,9,8,0,2,2.0,1.0,5.0,1.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luisa933,F,0.6153846153846154,1,[],28,13,15,17,2,0,,,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,2.0,2.0,,,,,4.0,3.0,,3.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,False,0,
katharina861,F,0.6666666666666666,1,[],4,2,2,3,2,1,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
michael818,Conflict,0.5,1,['gender_conflict'],25,12,13,11,2,3,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
adam125,M,0.6153846153846154,1,[],35,19,16,17,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,,3.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,3.0,4.0,,,,,,False,0,
nina730,F,1.0,0,[],1,1,0,1,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
noah557,M,0.5833333333333334,1,[],35,17,18,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,5.0,6.0,1.0,,,,,,False,0,
selina1108,F,0.6,2,[],31,15,16,14,2,5,,,,2.0,,,,,2.0,1.0,4.0,5.0,,,,1.0,1.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,False,0,
sophie948,F,0.6666666666666666,1,[],17,9,8,10,2,2,,,,,,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
mia529,F,0.7272727272727273,1,[],31,15,16,15,2,1,,,,1.0,,,,,1.0,2.0,4.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,2.0,2.0,,2.0,,,4.0,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,False,0,
natalie838,F,0.5833333333333334,2,[],39,20,19,16,2,0,,,,,,,,,2.0,1.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,1.0,3.0,3.0,,1.0,1.0,,6.0,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,False,0,
julia348,F,1.0,0,[],13,6,7,6,0,1,,,,2.0,,3.0,2.0,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luisa852,F,0.6,2,[],21,9,12,14,2,0,,,,,,,,,,1.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,False,0,
mia393,F,0.7142857142857143,1,[],14,7,7,11,2,0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,False,0,
lena524,F,0.7142857142857143,1,[],15,8,7,7,2,0,,,,,,,,,2.0,2.0,,,,,3.0,1.0,1.0,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,False,0,
karin284,F,0.6666666666666666,1,[],6,3,3,3,2,1,,,,1.0,,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
elias865,M,0.6666666666666666,0,[],4,2,2,4,0,1,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jonathan219,M,0.5714285714285714,1,[],33,16,17,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,4.0,2.0,,2.0,2.0,,1.0,,,,,,1.0,4.0,1.0,,1.0,,,4.0,1.0,1.0,,,,,,1.0,,,,,False,0,
larissa1020,F,0.6666666666666666,1,[],4,2,2,3,2,1,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
isabella103,F,0.6666666666666666,0,[],33,18,15,13,0,0,,,,,,,,,2.0,2.0,4.0,,,,2.0,,,2.0,2.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,3.0,,3.0,3.0,,3.0,,,1.0,2.0,,,,,,,,False,0,
maria164,F,0.6,1,[],10,5,5,8,2,1,,,,,,1.0,,1.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
claudia1017,F,0.6666666666666666,1,[],34,16,18,19,2,0,,,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,3.0,2.0,4.0,1.0,3.0,,,,2.0,,3.0,3.0,,1.0,,,,,,,,,,,False,0,
natalie1225,F,1.0,0,[],23,12,11,7,0,1,,,,,1.0,1.0,6.0,3.0,,,,1.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
helena435,F,0.6363636363636364,1,[],22,12,10,12,2,0,,,,,,,,,3.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,False,0,
lorenz876,M,0.6363636363636364,1,[],26,13,13,13,2,2,2.0,3.0,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,2.0,1.0,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,,,,,,False,0,
magdalena1236,F,0.6428571428571429,1,[],37,18,19,18,2,0,,,,,,,,,4.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,3.0,4.0,4.0,2.0,,1.0,,,,,,,,,,False,0,
paul1170,M,0.75,0,[],14,7,7,8,0,2,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
nico744,M,0.75,1,[],23,10,13,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,False,0,
tobias1223,M,0.6428571428571429,1,[],35,17,18,19,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,,3.0,1.0,,,,3.0,,1.0,5.0,,2.0,,,1.0,,,,,,,,,1.0,,1.0,,False,0,
lorenz452,M,0.5833333333333334,0,[],34,18,16,16,0,0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,,1.0,,,,,,2.0,4.0,,3.0,,,,1.0,,,1.0,,,1.0,,1.0,,,,,False,0,
david1128,M,0.6,2,[],36,17,19,14,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,False,0,
hannah366,F,0.6666666666666666,0,[],14,7,7,7,0,1,,,,,,2.0,2.0,2.0,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
helena1070,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
matthias612,M,0.6,1,[],17,8,9,7,2,3,3.0,3.0,,4.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
luis701,M,0.6,1,[],19,9,10,11,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,3.0,,,,,2.0,,,,,,1.0,3.0,,1.0,,,,2.0,,,,,,,,,,,,,False,0,
valentin351,M,0.5454545454545454,1,[],31,15,16,15,2,2,2.0,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,4.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,False,0,
lorenz794,M,0.5714285714285714,1,[],29,14,15,12,2,5,5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
valerie211,F,0.7,0,[],29,15,14,12,0,2,,,,3.0,,1.0,,,2.0,2.0,4.0,2.0,1.0,,2.0,,,2.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,False,0,
oliver3,M,0.6666666666666666,0,[],5,2,3,3,0,2,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
gabriel1140,M,0.6428571428571429,2,[],33,15,18,18,2,0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,4.0,6.0,1.0,1.0,3.0,3.0,,,1.0,,,,1.0,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,False,0,
gabriel708,M,0.75,1,[],11,6,5,7,2,2,2.0,2.0,1.0,,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
elena388,F,0.6153846153846154,1,[],30,15,15,14,2,0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,3.0,,2.0,,,3.0,,3.0,5.0,2.0,2.0,,1.0,,,,,,,,,,False,0,
oskar771,M,0.6923076923076923,1,[],36,17,19,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,5.0,,3.0,,,,,,,,,1.0,,,4.0,3.0,1.0,,False,0,
adrian330,M,0.6,0,[],34,18,16,14,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,,3.0,,,,,,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,,,,False,0,
anastasia246,F,0.6,1,[],12,6,6,6,2,1,,,,,3.0,,,,,2.0,,1.0,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sebastian49,M,0.6,1,['two_mothers'],28,14,14,14,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,True,1,two_mothers
marlene447,F,1.0,0,[],22,11,11,8,0,1,,,,1.0,1.0,3.0,2.0,4.0,,,,1.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
maximilian949,M,0.6666666666666666,1,[],25,12,13,13,2,2,2.0,2.0,3.0,,,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,False,0,
emilia497,F,1.0,0,[],6,3,3,5,0,1,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marie1120,F,1.0,0,[],7,5,2,5,0,3,,,,,1.0,,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
valentin705,M,0.6923076923076923,1,[],24,10,14,17,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,3.0,,2.0,,,,,2.0,,,,,,,,,,,False,0,
magdalena801,F,1.0,0,[],17,9,8,7,0,1,,,,,3.0,2.0,1.0,2.0,,,,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
natalie1249,F,1.0,0,[],11,6,5,7,0,1,,,,,1.0,2.0,1.0,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
hannah571,F,0.6666666666666666,0,[],8,4,4,4,0,1,,,,,3.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
mia1301,F,1.0,0,[],4,3,1,3,0,2,,,,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marko928,M,0.6363636363636364,1,[],19,11,8,13,2,1,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,,,,,,False,0,
gabriel1071,M,0.6,1,[],18,7,11,14,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,3.0,,,,,,,,,,,False,0,
paul1279,M,0.6666666666666666,0,[],24,12,12,8,0,1,1.0,3.0,8.0,1.0,2.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
lukas51,Conflict,0.5,0,['gender_conflict'],2,1,1,2,0,1,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
nico997,M,0.6,1,[],26,11,15,16,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,2.0,,,1.0,1.0,,,2.0,,,,3.0,,,4.0,,1.0,,,,,1.0,,,,,,,2.0,1.0,1.0,,False,0,
jonas271,M,0.5833333333333334,2,[],29,15,14,13,2,1,1.0,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,4.0,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,False,0,
emilia184,F,0.7,0,[],24,12,12,14,0,2,,,,,,,,,3.0,2.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,3.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,False,0,
sarah251,F,0.75,0,[],18,10,8,8,0,0,,,,,,,,,2.0,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,False,0,
emilia161,F,1.0,0,[],14,7,7,8,0,1,,,,1.0,1.0,3.0,1.0,1.0,,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
marcel1058,Conflict,0.5,1,['gender_conflict'],23,11,12,10,2,4,4.0,3.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,gender_conflict
anna438,F,0.6666666666666666,1,[],13,6,7,10,2,0,,,,,,,,,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,False,0,
luis35,M,0.75,0,[],7,3,4,7,0,1,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jonas419,M,0.6428571428571429,0,[],39,19,20,18,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,,2.0,2.0,,,,,1.0,3.0,,1.0,,,,2.0,2.0,1.0,,,,,,2.0,,,,,False,0,
adam426,M,0.6666666666666666,0,[],11,5,6,7,0,1,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
christian1226,M,1.0,0,[],24,12,12,8,0,1,1.0,2.0,9.0,,1.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
nora536,F,0.6923076923076923,2,[],33,16,17,17,2,0,,,,,,,,,,2.0,4.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,2.0,2.0,,1.0,,,4.0,3.0,,2.0,,,1.0,,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,False,0,
marcel490,M,0.75,0,[],15,7,8,8,0,1,1.0,1.0,5.0,1.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
leon181,M,0.8333333333333334,0,[],10,8,2,6,0,0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,False,0,
jan902,M,0.5333333333333333,1,[],32,15,17,19,2,0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,,,,False,0,
nora944,F,0.6363636363636364,1,[],26,12,14,17,2,0,,,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,2.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,4.0,4.0,False,0,
emma1180,F,1.0,0,[],2,1,1,2,0,1,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
sarah390,F,0.7272727272727273,0,[],22,10,12,15,0,0,,,,,,,,,1.0,2.0,2.0,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,False,0,
paul243,M,0.6666666666666666,0,[],6,3,3,6,0,1,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
selina588,F,0.6153846153846154,1,[],28,13,15,17,2,0,,,,,,,,,3.0,2.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,1.0,1.0,,,,,2.0,1.0,,1.0,,,,,,1.0,1.0,,2.0,,,1.0,,,,,,,,False,0,
nico1231,M,1.0,0,[],1,1,0,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
fabian908,M,0.75,0,[],10,5,5,8,0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
paul1008,M,0.5384615384615384,1,[],35,18,17,17,2,2,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,3.0,,1.0,,,,2.0,,,,,3.0,3.0,,,,,,,False,0,
philipp979,M,0.6,1,[],13,6,7,7,2,2,2.0,3.0,,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
jan429,M,0.5454545454545454,0,[],30,16,14,15,0,0,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,,2.0,,,,,,2.0,,,,,,,,,1.0,,,2.0,2.0,1.0,,,,,,False,0,
marlene304,F,0.625,1,[],41,20,21,20,2,0,,,,,,,,,3.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,,3.0,,,4.0,4.0,,1.0,,,2.0,,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,False,0,
lara402,F,0.75,0,[],23,11,12,9,0,2,,,,2.0,3.0,1.0,3.0,2.0,,,,2.0,4.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,
